#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
PER,Peru,103606,Income index,0.62666814,1997
PER,Peru,103706,Education index,0.589748685,1997
PER,Peru,137506,Human Development Index (HDI),0.657,1997
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6334.455589,1997
PER,Peru,43006,Vulnerable employment (% of total employment),56.858,1996
PER,Peru,69206,Life expectancy at birth (years),69.378,1996
PER,Peru,69706,Expected years of schooling (years),12.2078,1996
PER,Peru,103006,Mean years of schooling (years),7.399792773,1996
PER,Peru,103206,Life expectancy index,0.759661538,1996
PER,Peru,103606,Income index,0.619515696,1996
PER,Peru,103706,Education index,0.585765315,1996
PER,Peru,137506,Human Development Index (HDI),0.651,1996
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6041.511109,1996
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),48.3,1995
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",42.6,1995
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",54.75,1995
PER,Peru,24106,"Mean years of schooling, female (years)",6.58,1995
PER,Peru,24206,"Mean years of schooling, male (years)",7.92,1995
PER,Peru,31706,Share of seats in parliament (% held by women),10.83333333,1995
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",80.255,1995
PER,Peru,43006,Vulnerable employment (% of total employment),57.298,1995
PER,Peru,44206,Total population (millions),24.299168,1995
PER,Peru,45106,Urban population (%),71,1995
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",28.24828,1995
PER,Peru,47906,Median age (years),21.248,1995
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",50.066,1995
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",77.937,1995
PER,Peru,49006,Sex ratio at birth (male to female births),1.05,1995
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.1235577,1995
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",4.7961874,1995
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",43.052803,1995
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",58.333934,1995
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",134.544,1995
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",199.689,1995
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.5,1995
PER,Peru,63106,Population ages 15–64 (millions),14.230838,1995
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",114.94902,1995
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",68.46681,1995
PER,Peru,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",27.23618,1995
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",2,1995
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",4,1995
PER,Peru,65606,Gross fixed capital formation (% of GDP),23.95832467,1995
PER,Peru,68606,Gender Inequality Index (GII),0.549,1995
PER,Peru,69206,Life expectancy at birth (years),68.903,1995
PER,Peru,69706,Expected years of schooling (years),12.19953,1995
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",188,1995
PER,Peru,97306,Natural resource depletion (% of GNI),1.415673883,1995
PER,Peru,99106,Net official development assistance received (% of GNI),0.75749719,1995
PER,Peru,100806,Forest area (% of total land area),60.1828125,1995
PER,Peru,103006,Mean years of schooling (years),7.26,1995
PER,Peru,103206,Life expectancy index,0.752353846,1995
PER,Peru,103606,Income index,0.616257332,1995
PER,Peru,103706,Education index,0.580875833,1995
PER,Peru,110806,"Net migration rate (per 1,000 people)",-3.059,1995
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",8.892,1995
PER,Peru,111106,International inbound tourists (thousands),479,1995
PER,Peru,111306,Private capital flows (% of GDP),-5.069877,1995
PER,Peru,120606,"Life expectancy at birth, female (years)",71.068,1995
PER,Peru,121106,"Life expectancy at birth, male (years)",66.731,1995
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),63.284,1995
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.466,1995
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",3922.432049,1995
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",7918.396878,1995
PER,Peru,132706,Population ages 65 and older (millions),1.062444,1995
PER,Peru,132806,Population under age 5 (millions),3.124793,1995
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",33.58391,1995
PER,Peru,133206,Exports and imports (% of GDP),30.927218,1995
PER,Peru,137506,Human Development Index (HDI),0.646,1995
PER,Peru,140606,"Unemployment, total (% of labour force)",5.699,1995
PER,Peru,148206,Labour force participation rate (% ages 15 and older),63.754,1995
PER,Peru,148306,Employment to population ratio (% ages 15 and older),60.12,1995
PER,Peru,150606,Employment in agriculture (% of total employment),35.31,1995
PER,Peru,150706,Employment in services (% of total employment),49.399,1995
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),34.96,1995
PER,Peru,164406,Adjusted net savings (% of GNI),10.627232,1995
PER,Peru,169706,Total unemployment rate (female to male ratio),1.030728242,1995
PER,Peru,169806,Youth unemployment rate (female to male ratio),0.915934483,1995
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",18.160466,1995
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),68.62247109,1995
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",41.86049992,1995
PER,Peru,178306,Gross capital formation (% of GDP),24.739113,1995
PER,Peru,181706,Rural population with access to electricity (%),7.105242,1995
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",149.541148,1995
PER,Peru,194906,GDP per capita (2017 PPP $),6154.169445,1995
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",0.974609822,1995
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5912.587531,1995
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",28.7,1995
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",3.18,1995
PER,Peru,43006,Vulnerable employment (% of total employment),57.691,1994
PER,Peru,69206,Life expectancy at birth (years),68.405,1994
PER,Peru,69706,Expected years of schooling (years),11.88855,1994
PER,Peru,103006,Mean years of schooling (years),7.1236,1994
PER,Peru,103206,Life expectancy index,0.744692308,1994
PER,Peru,103606,Income index,0.608841495,1994
PER,Peru,103706,Education index,0.567690833,1994
PER,Peru,137506,Human Development Index (HDI),0.636,1994
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5629.328551,1994
PER,Peru,43006,Vulnerable employment (% of total employment),58.024,1993
PER,Peru,69206,Life expectancy at birth (years),67.88,1993
PER,Peru,69706,Expected years of schooling (years),11.70403,1993
PER,Peru,103006,Mean years of schooling (years),6.9872,1993
PER,Peru,103206,Life expectancy index,0.736615385,1993
PER,Peru,103606,Income index,0.59491074,1993
PER,Peru,103706,Education index,0.558018611,1993
PER,Peru,137506,Human Development Index (HDI),0.625,1993
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5133.396672,1993
PER,Peru,43006,Vulnerable employment (% of total employment),58.431,1992
PER,Peru,69206,Life expectancy at birth (years),67.33,1992
PER,Peru,69706,Expected years of schooling (years),11.74421,1992
PER,Peru,97106,Fresh water withdrawals (% of total renewable water resources),1,1992
PER,Peru,103006,Mean years of schooling (years),6.8508,1992
PER,Peru,103206,Life expectancy index,0.728153846,1992
PER,Peru,103606,Income index,0.590632617,1992
PER,Peru,103706,Education index,0.554588056,1992
PER,Peru,137506,Human Development Index (HDI),0.62,1992
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4990.050692,1992
PER,Peru,43006,Vulnerable employment (% of total employment),58.914,1991
PER,Peru,69206,Life expectancy at birth (years),66.757,1991
PER,Peru,69706,Expected years of schooling (years),11.94576,1991
PER,Peru,103006,Mean years of schooling (years),6.7144,1991
PER,Peru,103206,Life expectancy index,0.719338462,1991
PER,Peru,103606,Income index,0.595023749,1991
PER,Peru,103706,Education index,0.55564,1991
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",8.765,1991
PER,Peru,137506,Human Development Index (HDI),0.62,1991
PER,Peru,140606,"Unemployment, total (% of labour force)",5.496,1991
PER,Peru,148306,Employment to population ratio (% ages 15 and older),55.069,1991
PER,Peru,150606,Employment in agriculture (% of total employment),36.634,1991
PER,Peru,150706,Employment in services (% of total employment),48.049,1991
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),39.261,1991
PER,Peru,169706,Total unemployment rate (female to male ratio),1.013901591,1991
PER,Peru,169806,Youth unemployment rate (female to male ratio),0.891488899,1991
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.91974159,1991
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5137.238543,1991
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),43.1,1990
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",37.9,1990
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",48.74,1990
PER,Peru,24106,"Mean years of schooling, female (years)",5.82,1990
PER,Peru,24206,"Mean years of schooling, male (years)",7.14,1990
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",86.015,1990
PER,Peru,44206,Total population (millions),22.071433,1990
PER,Peru,45106,Urban population (%),68.9,1990
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",29.08418,1990
PER,Peru,47906,Median age (years),20.066,1990
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",43.162,1990
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",73.67,1990
PER,Peru,49006,Sex ratio at birth (male to female births),1.05,1990
PER,Peru,52606,"Remittances, inflows (% of GDP)",0.32941585,1990
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",0.15524195,1990
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",56.854263,1990
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",80.546355,1990
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",148.034,1990
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",214.396,1990
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.3,1990
PER,Peru,63106,Population ages 15–64 (millions),12.576624,1990
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",114.96592,1990
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",66.73536,1990
PER,Peru,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",29.73343,1990
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",36,1990
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",11,1990
PER,Peru,65606,Gross fixed capital formation (% of GDP),16.29243072,1990
PER,Peru,69206,Life expectancy at birth (years),66.165,1990
PER,Peru,69706,Expected years of schooling (years),11.92675,1990
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",251,1990
PER,Peru,97306,Natural resource depletion (% of GNI),5.513436224,1990
PER,Peru,99106,Net official development assistance received (% of GNI),1.6014367,1990
PER,Peru,100806,Forest area (% of total land area),60.87578125,1990
PER,Peru,103006,Mean years of schooling (years),6.578,1990
PER,Peru,103206,Life expectancy index,0.710230769,1990
PER,Peru,103606,Income index,0.589213966,1990
PER,Peru,103706,Education index,0.550565278,1990
PER,Peru,110806,"Net migration rate (per 1,000 people)",-2.682,1990
PER,Peru,111306,Private capital flows (% of GDP),0.0265047,1990
PER,Peru,120606,"Life expectancy at birth, female (years)",68.372,1990
PER,Peru,121106,"Life expectancy at birth, male (years)",63.984,1990
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),68.464,1990
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.032,1990
PER,Peru,132706,Population ages 65 and older (millions),0.884335,1990
PER,Peru,132806,Population under age 5 (millions),3.111913,1990
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",27.93158,1990
PER,Peru,133206,Exports and imports (% of GDP),29.469677,1990
PER,Peru,137506,Human Development Index (HDI),0.613,1990
PER,Peru,148206,Labour force participation rate (% ages 15 and older),58.116,1990
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",11.054497,1990
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),63.28006275,1990
PER,Peru,178306,Gross capital formation (% of GDP),16.164406,1990
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",115.8573746,1990
PER,Peru,194906,GDP per capita (2017 PPP $),5249.200384,1990
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",0.949304017,1990
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4943.405647,1990
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",21.48,1990
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",3.26,1990
